8,7,2,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,21,0,21,0,0,0,0,0,0,
0,0,21,0,21,23,23,23,23,23,23,0,21,0,0,
0,0,0,0,0,0,0,0,21,0,22,22,22,22,22,
23,21,0,0,0,0,20,0,0,0,0,0,0,0,21,
22,22,22,22,22,23,0,0,0,0,0,0,0,0,0,
20,0,0,0,0,22,22,22,22,22,23,0,0,20,0,
0,0,0,0,0,0,0,0,20,0,22,22,22,22,22,
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,23,23,23,23,23,0,0,0,20,0,0,0,0,0,
0,0,20,0,0,23,23,23,23,23,23,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,
20,0,0,0,0,23,23,23,23,23,23,21,0,0,0,
0,20,0,0,0,0,0,0,0,21,23,23,23,23,23,
23,0,21,0,0,0,0,0,0,0,0,0,0,21,0,
23,23,23,23,23,23,21,0,21,0,0,0,0,0,0,
0,0,21,0,21,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
