8,7,1,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,23,23,23,23,23,23,22,22,22,22,
22,22,22,20,22,22,22,22,22,22,22,22,22,22,22,
23,22,22,22,22,22,22,22,0,22,22,22,22,22,22,
22,22,22,22,22,23,22,22,22,22,22,22,22,0,22,
22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,
22,22,22,0,22,22,22,22,22,22,22,22,22,22,22,
23,22,22,22,22,22,22,22,0,22,22,22,22,22,22,
23,23,23,23,23,23,22,20,0,0,0,0,0,0,0,
0,0,0,20,22,23,23,23,23,23,23,22,22,22,22,
22,22,22,0,22,22,22,22,22,22,23,23,23,23,23,
23,22,22,22,22,22,22,22,0,22,22,22,22,22,22,
23,23,23,23,23,23,22,22,22,22,22,22,22,0,22,
22,22,22,22,22,23,23,23,23,23,23,22,22,22,22,
22,22,22,0,22,22,22,22,22,22,23,23,23,23,23,
23,22,22,22,22,22,22,22,20,22,22,22,22,22,22,
23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
