5,10,5,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,0,5,0,5,0,0,0,0,0,
0,0,5,0,0,23,23,23,23,23,23,0,0,5,0,
0,0,0,20,0,0,0,0,5,0,22,22,22,22,22,
23,0,5,0,5,0,0,0,0,20,0,0,0,0,5,
22,22,22,22,22,23,5,20,0,0,5,0,0,0,0,
0,0,20,5,0,22,22,22,22,22,23,0,0,0,0,
0,5,0,0,0,20,0,5,0,0,22,22,22,22,22,
23,0,0,0,0,5,0,24,24,20,0,5,20,0,0,
23,23,23,23,23,23,0,20,0,5,0,0,24,24,0,
5,0,0,20,0,23,23,23,23,23,23,5,0,5,0,
0,20,0,0,5,0,5,20,0,0,23,23,23,23,23,
23,0,5,0,0,20,0,0,5,0,20,0,5,0,5,
23,23,23,23,23,23,5,0,5,0,0,0,5,20,0,
0,0,0,5,0,23,23,23,23,23,23,0,0,0,5,
0,5,20,0,0,0,0,5,0,5,23,23,23,23,23,
23,0,0,0,0,5,0,0,20,0,0,5,0,0,0,
23,23,23,23,23,23,0,0,0,0,0,5,0,0,0,
5,0,0,0,0,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
